"ID","Pred"
"2018_1104_1455",0.33958877133309
"2018_1104_1460",0.600497001425495
"2018_1104_1462",0.343292591918321
"2018_1112_1113",0.61806122278868
"2018_1112_1116",0.567622028777355
"2018_1112_1120",0.559710319054075
"2018_1112_1137",0.664266171842898
"2018_1112_1138",0.627857835749729
"2018_1112_1139",0.579955842386531
"2018_1112_1153",0.427442218660741
"2018_1112_1155",0.571843668303024
"2018_1112_1158",0.659138353528144
"2018_1112_1166",0.57120958743147
"2018_1112_1168",0.688344654128668
"2018_1112_1172",0.586327866261485
"2018_1112_1181",0.424348530126789
"2018_1112_1196",0.58993099444884
"2018_1112_1199",0.597800174896808
"2018_1112_1209",0.653647407530924
"2018_1112_1211",0.482958368149828
"2018_1112_1222",0.568754307259711
"2018_1112_1233",0.678354268955998
"2018_1112_1242",0.420466304428461
"2018_1112_1243",0.621061835579715
"2018_1112_1246",0.573421710569188
"2018_1112_1252",0.683818589937056
"2018_1112_1254",0.684442383496779
"2018_1112_1260",0.589013600595197
"2018_1112_1267",0.675438608236134
"2018_1112_1274",0.588455512026781
"2018_1112_1276",0.516253396702984
"2018_1112_1277",0.458621474430772
"2018_1112_1281",0.620911373293888
"2018_1112_1285",0.645874013293797
"2018_1112_1293",0.616768786294046
"2018_1112_1300",0.681770898526906
"2018_1112_1301",0.58721111253717
"2018_1112_1305",0.560071137499454
"2018_1112_1308",0.601435289957337
"2018_1112_1314",0.427750074238182
"2018_1112_1326",0.552402862660363
"2018_1112_1328",0.622278900895716
"2018_1112_1335",0.665665737232634
"2018_1112_1344",0.611454500262695
"2018_1112_1345",0.437724589815142
"2018_1112_1347",0.682839744502293
"2018_1112_1348",0.582456076027101
"2018_1112_1355",0.625990388488802
"2018_1112_1361",0.6072097431426
"2018_1112_1371",0.60326977057101
"2018_1112_1372",0.655810287923207
"2018_1112_1382",0.607916105471788
"2018_1112_1393",0.617003873677485
"2018_1112_1395",0.564048318222858
"2018_1112_1397",0.526368734260912
"2018_1112_1400",0.616170455655941
"2018_1112_1401",0.601104956341757
"2018_1112_1403",0.515727433093815
"2018_1112_1411",0.686641079031749
"2018_1112_1417",0.615527069368743
"2018_1112_1420",0.677188626114604
"2018_1112_1422",0.646231582383912
"2018_1112_1437",0.38204426067394
"2018_1112_1438",0.431969959217236
"2018_1112_1439",0.599533694252617
"2018_1112_1452",0.541004734517089
"2018_1112_1455",0.529212473362147
"2018_1112_1460",0.67525095672929
"2018_1112_1462",0.449112743763334
"2018_1113_1116",0.417963376418829
"2018_1113_1120",0.383671739183684
"2018_1113_1137",0.597699899260326
"2018_1113_1138",0.568013525961588
"2018_1113_1139",0.494440073821078
"2018_1113_1153",0.336559889852738
"2018_1113_1155",0.444767060573192
"2018_1113_1158",0.578244868941244
"2018_1113_1166",0.459002922656781
"2018_1113_1168",0.65557515234998
"2018_1113_1172",0.520062391219116
"2018_1113_1181",0.342294420716431
"2018_1113_1196",0.416993271101996
"2018_1113_1199",0.477293394705944
"2018_1113_1209",0.614522918764108
"2018_1113_1211",0.327681896296613
"2018_1113_1222",0.402231832175061
"2018_1113_1233",0.607115845437936
"2018_1113_1242",0.378069182412922
"2018_1113_1243",0.49134464712435
"2018_1113_1246",0.430686556686631
"2018_1113_1252",0.64674131976693
"2018_1113_1254",0.645280415395393
"2018_1113_1260",0.516971151099482
"2018_1113_1267",0.593538957590509
"2018_1113_1274",0.408643474864277
"2018_1113_1276",0.383322455657446
"2018_1113_1277",0.340419311701714
"2018_1113_1281",0.499333330540506
"2018_1113_1285",0.604960871198539
"2018_1113_1293",0.545105598934813
"2018_1113_1300",0.633887400572923
"2018_1113_1301",0.462293593556951
"2018_1113_1305",0.401637854261585
"2018_1113_1308",0.529949160135655
"2018_1113_1314",0.374878592593622
"2018_1113_1326",0.419952514081074
"2018_1113_1328",0.505189216412431
"2018_1113_1335",0.606241760058574
"2018_1113_1344",0.529627750859407
"2018_1113_1345",0.348565957589685
"2018_1113_1347",0.631010536974886
"2018_1113_1348",0.408294885270221
"2018_1113_1355",0.522511009204389
"2018_1113_1361",0.523207604592655
"2018_1113_1371",0.44927833010947
"2018_1113_1372",0.617202734061673
"2018_1113_1382",0.530064754360512
"2018_1113_1393",0.547988007143646
"2018_1113_1395",0.422768523563745
"2018_1113_1397",0.408864337052229
"2018_1113_1400",0.497236248661788
"2018_1113_1401",0.426153310754017
"2018_1113_1403",0.401004376103091
"2018_1113_1411",0.641865339077931
"2018_1113_1417",0.533091406945151
"2018_1113_1420",0.624387440562097
"2018_1113_1422",0.600233557994703
"2018_1113_1437",0.325168275635017
"2018_1113_1438",0.374354186430866
"2018_1113_1439",0.469465995714799
"2018_1113_1452",0.419859586997947
"2018_1113_1455",0.369510304749443
"2018_1113_1460",0.597878903327261
"2018_1113_1462",0.38205388424657
"2018_1116_1120",0.422840405420716
"2018_1116_1137",0.626452838072044
"2018_1116_1138",0.600469876871728
"2018_1116_1139",0.577089960983214
"2018_1116_1153",0.364145939403775
"2018_1116_1155",0.503308175968199
"2018_1116_1158",0.629164162693057
"2018_1116_1166",0.5341468741221
"2018_1116_1168",0.668202431038149
"2018_1116_1172",0.564267538562498
"2018_1116_1181",0.356986759486259
"2018_1116_1196",0.508963811183374
"2018_1116_1199",0.561060515050256
"2018_1116_1209",0.638797489126945
"2018_1116_1211",0.354804094985203
"2018_1116_1222",0.480886551301787
"2018_1116_1233",0.641512891887009
"2018_1116_1242",0.389486760232166
"2018_1116_1243",0.582593119875127
"2018_1116_1246",0.483233470860443
"2018_1116_1252",0.653062201527019
"2018_1116_1254",0.681421344475823
"2018_1116_1260",0.559257669743209
"2018_1116_1267",0.63226319390025
"2018_1116_1274",0.490124694644752
"2018_1116_1276",0.407640525526122
"2018_1116_1277",0.357554229489776
"2018_1116_1281",0.590555964761902
"2018_1116_1285",0.608280804613868
"2018_1116_1293",0.560654338444165
"2018_1116_1300",0.680455348422369
"2018_1116_1301",0.569911807411358
"2018_1116_1305",0.506607573979109
"2018_1116_1308",0.543157554328823
"2018_1116_1314",0.368924933475963
"2018_1116_1326",0.456989239800386
"2018_1116_1328",0.602917103812161
"2018_1116_1335",0.637871693082316
"2018_1116_1344",0.591283619737956
"2018_1116_1345",0.384111633679541
"2018_1116_1347",0.65876288427101
"2018_1116_1348",0.537478938183938
"2018_1116_1355",0.592395005812399
"2018_1116_1361",0.564409772334592
"2018_1116_1371",0.537937956333487
"2018_1116_1372",0.620587875555666
"2018_1116_1382",0.600412540926224
"2018_1116_1393",0.595917121301437
"2018_1116_1395",0.495827301587197
"2018_1116_1397",0.435794675436051
"2018_1116_1400",0.598268771762746
"2018_1116_1401",0.535882357053162
"2018_1116_1403",0.407359767865784
"2018_1116_1411",0.679705374947973
"2018_1116_1417",0.598124285106318
"2018_1116_1420",0.66177811485383
"2018_1116_1422",0.600525785892555
"2018_1116_1437",0.340382473956723
"2018_1116_1438",0.397909947780195
"2018_1116_1439",0.558646205695968
"2018_1116_1452",0.421694063988327
"2018_1116_1455",0.387121395817128
"2018_1116_1460",0.624780482133576
"2018_1116_1462",0.397456992278872
"2018_1120_1137",0.650621149749529
"2018_1120_1138",0.620490246706445
"2018_1120_1139",0.569906424372881
"2018_1120_1153",0.397330729340041
"2018_1120_1155",0.553435613545154
"2018_1120_1158",0.658525161350337
"2018_1120_1166",0.565790222173944
"2018_1120_1168",0.687195910511285
"2018_1120_1172",0.572663724632068
"2018_1120_1181",0.41205904646517
"2018_1120_1196",0.54820258393758
"2018_1120_1199",0.572783364437281
"2018_1120_1209",0.653152283941442
"2018_1120_1211",0.460360595648941
"2018_1120_1222",0.536418296032162
"2018_1120_1233",0.673586711818064
"2018_1120_1242",0.452231579973662
"2018_1120_1243",0.60335720215677
"2018_1120_1246",0.564431027904995
"2018_1120_1252",0.68456946269783
"2018_1120_1254",0.686944457244683
"2018_1120_1260",0.573371308942394
"2018_1120_1267",0.671269538640456
"2018_1120_1274",0.560553142503239
"2018_1120_1276",0.491012449799523
"2018_1120_1277",0.440637588626611
"2018_1120_1281",0.621667546179285
"2018_1120_1285",0.644693466445953
"2018_1120_1293",0.605470781123077
"2018_1120_1300",0.681243180548183
"2018_1120_1301",0.571135816074283
"2018_1120_1305",0.53405051732394
"2018_1120_1308",0.58345808949144
"2018_1120_1314",0.410322191270807
"2018_1120_1326",0.52977188079327
"2018_1120_1328",0.613907639735925
"2018_1120_1335",0.646076600355789
"2018_1120_1344",0.59019662050224
"2018_1120_1345",0.43489743029847
"2018_1120_1347",0.671616565439168
"2018_1120_1348",0.563235673537287
"2018_1120_1355",0.596308582361604
"2018_1120_1361",0.567710562869387
"2018_1120_1371",0.559211529060192
"2018_1120_1372",0.64705184239344
"2018_1120_1382",0.593508842024367
"2018_1120_1393",0.603510603851748
"2018_1120_1395",0.527670155207682
"2018_1120_1397",0.508411762449217
"2018_1120_1400",0.584072155799753
"2018_1120_1401",0.568824239395947
"2018_1120_1403",0.507019647819869
"2018_1120_1411",0.683130849572985
"2018_1120_1417",0.588943614924173
"2018_1120_1420",0.68010314409491
"2018_1120_1422",0.641222067418034
"2018_1120_1437",0.381460917625161
"2018_1120_1438",0.446376130545963
"2018_1120_1439",0.556522973370222
"2018_1120_1452",0.50637311295741
"2018_1120_1455",0.469939189680198
"2018_1120_1460",0.660088188085545
"2018_1120_1462",0.453480619273502
"2018_1137_1138",0.526680423694358
"2018_1137_1139",0.41575122568696
"2018_1137_1153",0.343863741008781
"2018_1137_1155",0.428703608684095
"2018_1137_1158",0.55271069041617
"2018_1137_1166",0.451208345677445
"2018_1137_1168",0.643228335330248
"2018_1137_1172",0.473112291865869
"2018_1137_1181",0.339027144962413
"2018_1137_1196",0.428376353402762
"2018_1137_1199",0.426754715945078
"2018_1137_1209",0.593536532998278
"2018_1137_1211",0.326303720274941
"2018_1137_1222",0.37490318363881
"2018_1137_1233",0.606203223700043
"2018_1137_1242",0.362472760250602
"2018_1137_1243",0.462278875763562
"2018_1137_1246",0.414607078778753
"2018_1137_1252",0.63313772693708
"2018_1137_1254",0.644731294889301
"2018_1137_1260",0.493911055269238
"2018_1137_1267",0.554241630827899
"2018_1137_1274",0.43338146213734
"2018_1137_1276",0.365803477256677
"2018_1137_1277",0.341037233892986
"2018_1137_1281",0.489434749489509
"2018_1137_1285",0.584277851740961
"2018_1137_1293",0.467736034526031
"2018_1137_1300",0.636857768559286
"2018_1137_1301",0.420544798674065
"2018_1137_1305",0.394229104158035
"2018_1137_1308",0.467857280834419
"2018_1137_1314",0.362678960384096
"2018_1137_1326",0.397378785705101
"2018_1137_1328",0.483251358660539
"2018_1137_1335",0.604112877393673
"2018_1137_1344",0.456740502174118
"2018_1137_1345",0.353141799138498
"2018_1137_1347",0.63443854838492
"2018_1137_1348",0.394136727954772
"2018_1137_1355",0.474895041419642
"2018_1137_1361",0.44795681728856
"2018_1137_1371",0.418571266468713
"2018_1137_1372",0.578745046905505
"2018_1137_1382",0.46305708469399
"2018_1137_1393",0.4907486601472
"2018_1137_1395",0.408625272648805
"2018_1137_1397",0.393333832843987
"2018_1137_1400",0.471673752814916
"2018_1137_1401",0.441705364749927
"2018_1137_1403",0.391192582413061
"2018_1137_1411",0.629824739807037
"2018_1137_1417",0.454223526866948
"2018_1137_1420",0.627825054648136
"2018_1137_1422",0.536950260548598
"2018_1137_1437",0.325992984264875
"2018_1137_1438",0.372934259156662
"2018_1137_1439",0.450663715535995
"2018_1137_1452",0.369982732825501
"2018_1137_1455",0.375731378950351
"2018_1137_1460",0.584584189938839
"2018_1137_1462",0.385339797768417
"2018_1138_1139",0.458063486411796
"2018_1138_1153",0.377287494699007
"2018_1138_1155",0.495181071346562
"2018_1138_1158",0.614773694839289
"2018_1138_1166",0.498293327618611
"2018_1138_1168",0.651336160381632
"2018_1138_1172",0.531422095415682
"2018_1138_1181",0.376922902801115
"2018_1138_1196",0.502530267341911
"2018_1138_1199",0.499470129673158
"2018_1138_1209",0.620204955598253
"2018_1138_1211",0.350237683075211
"2018_1138_1222",0.434822394543301
"2018_1138_1233",0.633045433318513
"2018_1138_1242",0.429634211103006
"2018_1138_1243",0.527996927936326
"2018_1138_1246",0.493350607962257
"2018_1138_1252",0.662771087736408
"2018_1138_1254",0.652780931762322
"2018_1138_1260",0.525006683038228
"2018_1138_1267",0.617287414909902
"2018_1138_1274",0.519482935856382
"2018_1138_1276",0.461019578017647
"2018_1138_1277",0.381640487955221
"2018_1138_1281",0.527803655073959
"2018_1138_1285",0.607200470635
"2018_1138_1293",0.556646669322981
"2018_1138_1300",0.654117818662583
"2018_1138_1301",0.477733656202887
"2018_1138_1305",0.471853085746254
"2018_1138_1308",0.498687918216403
"2018_1138_1314",0.385858069042884
"2018_1138_1326",0.499159949354444
"2018_1138_1328",0.539807971161649
"2018_1138_1335",0.636042402634949
"2018_1138_1344",0.534907017220512
"2018_1138_1345",0.42657277052419
"2018_1138_1347",0.641659504224919
"2018_1138_1348",0.446565313378233
"2018_1138_1355",0.557104971649474
"2018_1138_1361",0.507699674050997
"2018_1138_1371",0.483034670396911
"2018_1138_1372",0.615547596261612
"2018_1138_1382",0.538398945762764
"2018_1138_1393",0.527181991256967
"2018_1138_1395",0.479624133719501
"2018_1138_1397",0.456077845800195
"2018_1138_1400",0.528921032310788
"2018_1138_1401",0.485540794464667
"2018_1138_1403",0.433859875534456
"2018_1138_1411",0.647978449661816
"2018_1138_1417",0.548793393943638
"2018_1138_1420",0.660889334096349
"2018_1138_1422",0.585674208093129
"2018_1138_1437",0.377360360329068
"2018_1138_1438",0.418579192090254
"2018_1138_1439",0.531894589141106
"2018_1138_1452",0.403244799728976
"2018_1138_1455",0.394050589937387
"2018_1138_1460",0.620889025318331
"2018_1138_1462",0.44566158261273
"2018_1139_1153",0.360877915080159
"2018_1139_1155",0.499911667041463
"2018_1139_1158",0.639444751679467
"2018_1139_1166",0.49762236017106
"2018_1139_1168",0.665554187011086
"2018_1139_1172",0.531042340191088
"2018_1139_1181",0.353017745794763
"2018_1139_1196",0.484693625830476
"2018_1139_1199",0.552760538734809
"2018_1139_1209",0.638093302571764
"2018_1139_1211",0.332579228510674
"2018_1139_1222",0.390296794056651
"2018_1139_1233",0.64001165658547
"2018_1139_1242",0.40068443336859
"2018_1139_1243",0.547871948960732
"2018_1139_1246",0.480119206053133
"2018_1139_1252",0.656499844721312
"2018_1139_1254",0.658589760196543
"2018_1139_1260",0.545162862266881
"2018_1139_1267",0.638655235273734
"2018_1139_1274",0.497481225317147
"2018_1139_1276",0.417090627790983
"2018_1139_1277",0.369350110614133
"2018_1139_1281",0.545031485688223
"2018_1139_1285",0.617773983326504
"2018_1139_1293",0.579062985565451
"2018_1139_1300",0.65571101678095
"2018_1139_1301",0.525011171460004
"2018_1139_1305",0.45358465997006
"2018_1139_1308",0.548202503732532
"2018_1139_1314",0.369925320625157
"2018_1139_1326",0.466378124803652
"2018_1139_1328",0.591580362065921
"2018_1139_1335",0.631127857517851
"2018_1139_1344",0.597164595673211
"2018_1139_1345",0.375103208046124
"2018_1139_1347",0.639578276470882
"2018_1139_1348",0.445519265792785
"2018_1139_1355",0.590114691805017
"2018_1139_1361",0.577468678922198
"2018_1139_1371",0.501014548031313
"2018_1139_1372",0.620529989972302
"2018_1139_1382",0.572470621177786
"2018_1139_1393",0.591814104575212
"2018_1139_1395",0.459048795115353
"2018_1139_1397",0.46833428666315
"2018_1139_1400",0.572219385444483
"2018_1139_1401",0.48965868286557
"2018_1139_1403",0.439324805949012
"2018_1139_1411",0.660638092508967
"2018_1139_1417",0.59382403484261
"2018_1139_1420",0.646257643871933
"2018_1139_1422",0.622456199987337
"2018_1139_1437",0.342924377558645
"2018_1139_1438",0.392289555986442
"2018_1139_1439",0.529763484279484
"2018_1139_1452",0.397590780624509
"2018_1139_1455",0.374547889704261
"2018_1139_1460",0.632174849532639
"2018_1139_1462",0.383404021723208
"2018_1153_1155",0.638486772326093
"2018_1153_1158",0.680464053620096
"2018_1153_1166",0.630099881886345
"2018_1153_1168",0.688100263821984
"2018_1153_1172",0.653288494972442
"2018_1153_1181",0.539236163015461
"2018_1153_1196",0.638102534914921
"2018_1153_1199",0.643026458417055
"2018_1153_1209",0.683862135091505
"2018_1153_1211",0.554143994523308
"2018_1153_1222",0.615560467941923
"2018_1153_1233",0.685586462397818
"2018_1153_1242",0.545489132952205
"2018_1153_1243",0.643446631551344
"2018_1153_1246",0.629723125470739
"2018_1153_1252",0.688233272107416
"2018_1153_1254",0.684278805118333
"2018_1153_1260",0.661171463111129
"2018_1153_1267",0.685698376432121
"2018_1153_1274",0.629041749698124
"2018_1153_1276",0.575459960154157
"2018_1153_1277",0.546977797724514
"2018_1153_1281",0.635076358076028
"2018_1153_1285",0.68427870269845
"2018_1153_1293",0.6653246053391
"2018_1153_1300",0.690021720159738
"2018_1153_1301",0.639685044023248
"2018_1153_1305",0.612183204264779
"2018_1153_1308",0.654283997884658
"2018_1153_1314",0.533977949775056
"2018_1153_1326",0.628311469577121
"2018_1153_1328",0.652465372168965
"2018_1153_1335",0.688785442647708
"2018_1153_1344",0.643186919375703
"2018_1153_1345",0.558889265462233
"2018_1153_1347",0.681492224931904
"2018_1153_1348",0.627699341272965
"2018_1153_1355",0.653710007455484
"2018_1153_1361",0.657423696938764
"2018_1153_1371",0.62800613629503
"2018_1153_1372",0.683680867412134
"2018_1153_1382",0.662778995918762
"2018_1153_1393",0.646240619872325
"2018_1153_1395",0.619680619332934
"2018_1153_1397",0.59139947691656
"2018_1153_1400",0.643586859233984
"2018_1153_1401",0.618705066138112
"2018_1153_1403",0.587881203889028
"2018_1153_1411",0.686625720084869
"2018_1153_1417",0.658901126430819
"2018_1153_1420",0.690258419015662
"2018_1153_1422",0.681965307289772
"2018_1153_1437",0.515824989282446
"2018_1153_1438",0.508362002570671
"2018_1153_1439",0.635393986469646
"2018_1153_1452",0.594348445145022
"2018_1153_1455",0.585248285433676
"2018_1153_1460",0.688792001062506
"2018_1153_1462",0.56427639577683
"2018_1155_1158",0.644145215636327
"2018_1155_1166",0.583218197479883
"2018_1155_1168",0.675340951880717
"2018_1155_1172",0.559531900030718
"2018_1155_1181",0.361582962247714
"2018_1155_1196",0.511642740570141
"2018_1155_1199",0.575589643382317
"2018_1155_1209",0.640541634801396
"2018_1155_1211",0.4229006720313
"2018_1155_1222",0.508465644877626
"2018_1155_1233",0.632527275998348
"2018_1155_1242",0.387945706500009
"2018_1155_1243",0.551025756845784
"2018_1155_1246",0.537293534719567
"2018_1155_1252",0.67363195747373
"2018_1155_1254",0.673202902864625
"2018_1155_1260",0.56018252694485
"2018_1155_1267",0.622823211062429
"2018_1155_1274",0.517917749837694
"2018_1155_1276",0.416114943831548
"2018_1155_1277",0.387287535163665
"2018_1155_1281",0.598016116216918
"2018_1155_1285",0.649492908960202
"2018_1155_1293",0.575595240066454
"2018_1155_1300",0.673130696234258
"2018_1155_1301",0.554699178286369
"2018_1155_1305",0.519607422333062
"2018_1155_1308",0.551779120688482
"2018_1155_1314",0.392480560969398
"2018_1155_1326",0.511635579698957
"2018_1155_1328",0.583730195602307
"2018_1155_1335",0.643635889177718
"2018_1155_1344",0.585809893906795
"2018_1155_1345",0.371667751494011
"2018_1155_1347",0.669262501673724
"2018_1155_1348",0.521706514755718
"2018_1155_1355",0.598530500871221
"2018_1155_1361",0.574474635117836
"2018_1155_1371",0.553265200675905
"2018_1155_1372",0.648363383130065
"2018_1155_1382",0.576894128290392
"2018_1155_1393",0.593895861488977
"2018_1155_1395",0.527786545475296
"2018_1155_1397",0.457958259088074
"2018_1155_1400",0.551447765229417
"2018_1155_1401",0.521431461343076
"2018_1155_1403",0.434456797031889
"2018_1155_1411",0.662964855158251
"2018_1155_1417",0.560666589522847
"2018_1155_1420",0.668038893746878
"2018_1155_1422",0.623142169045574
"2018_1155_1437",0.330125541646402
"2018_1155_1438",0.342446249819124
"2018_1155_1439",0.576688216119326
"2018_1155_1452",0.520424943946474
"2018_1155_1455",0.464434397913094
"2018_1155_1460",0.65193014148889
"2018_1155_1462",0.38968879574767
"2018_1158_1166",0.428189617959514
"2018_1158_1168",0.631817182868412
"2018_1158_1172",0.484728319458633
"2018_1158_1181",0.334815914387684
"2018_1158_1196",0.400951754620506
"2018_1158_1199",0.427796236163077
"2018_1158_1209",0.591390736217942
"2018_1158_1211",0.330977269435893
"2018_1158_1222",0.391226409223693
"2018_1158_1233",0.583785823619929
"2018_1158_1242",0.353820731140654
"2018_1158_1243",0.417188928999135
"2018_1158_1246",0.418594675312891
"2018_1158_1252",0.620972685179225
"2018_1158_1254",0.623710147644938
"2018_1158_1260",0.477807285491199
"2018_1158_1267",0.581234741320239
"2018_1158_1274",0.396504536313521
"2018_1158_1276",0.353157814409606
"2018_1158_1277",0.335682132374163
"2018_1158_1281",0.451325818719479
"2018_1158_1285",0.585627046289171
"2018_1158_1293",0.483960316165283
"2018_1158_1300",0.628390995925874
"2018_1158_1301",0.425677384579692
"2018_1158_1305",0.391038399286884
"2018_1158_1308",0.473390638950862
"2018_1158_1314",0.36388858386588
"2018_1158_1326",0.390336833520438
"2018_1158_1328",0.461184886418606
"2018_1158_1335",0.597106955108287
"2018_1158_1344",0.441408219450932
"2018_1158_1345",0.345590099232644
"2018_1158_1347",0.619173702072181
"2018_1158_1348",0.395513773211714
"2018_1158_1355",0.504493921356271
"2018_1158_1361",0.446120953686386
"2018_1158_1371",0.424742646658384
"2018_1158_1372",0.582935629860966
"2018_1158_1382",0.467120151839074
"2018_1158_1393",0.488618711921922
"2018_1158_1395",0.420469514682537
"2018_1158_1397",0.393714492585667
"2018_1158_1400",0.425862910134904
"2018_1158_1401",0.402886501141851
"2018_1158_1403",0.352766031171847
"2018_1158_1411",0.63604395399724
"2018_1158_1417",0.465765917242837
"2018_1158_1420",0.611846354459797
"2018_1158_1422",0.576032636924414
"2018_1158_1437",0.325765190935981
"2018_1158_1438",0.334475584898621
"2018_1158_1439",0.442268961527502
"2018_1158_1452",0.390433826329745
"2018_1158_1455",0.343341116272447
"2018_1158_1460",0.580579543095858
"2018_1158_1462",0.376966497699586
"2018_1166_1168",0.644700694052842
"2018_1166_1172",0.579887054028845
"2018_1166_1181",0.359435363520855
"2018_1166_1196",0.48209292139563
"2018_1166_1199",0.549157148933503
"2018_1166_1209",0.626855310728233
"2018_1166_1211",0.32515546783083
"2018_1166_1222",0.468447154466951
"2018_1166_1233",0.654328168058371
"2018_1166_1242",0.359349193608931
"2018_1166_1243",0.561433202382925
"2018_1166_1246",0.495344422044536
"2018_1166_1252",0.661455791041228
"2018_1166_1254",0.659049757938749
"2018_1166_1260",0.567478739309314
"2018_1166_1267",0.625604386348018
"2018_1166_1274",0.478159753573864
"2018_1166_1276",0.379812168715712
"2018_1166_1277",0.362026631471716
"2018_1166_1281",0.569545741120107
"2018_1166_1285",0.61721658868537
"2018_1166_1293",0.608216177460355
"2018_1166_1300",0.662897789916134
"2018_1166_1301",0.557630044361719
"2018_1166_1305",0.478047457608484
"2018_1166_1308",0.574513732073743
"2018_1166_1314",0.383296548693201
"2018_1166_1326",0.43422860445429
"2018_1166_1328",0.606741788139153
"2018_1166_1335",0.646216230968637
"2018_1166_1344",0.588680018088139
"2018_1166_1345",0.3481626708566
"2018_1166_1347",0.648691019628983
"2018_1166_1348",0.504099322728608
"2018_1166_1355",0.606163611068261
"2018_1166_1361",0.577130508060033
"2018_1166_1371",0.543975558618479
"2018_1166_1372",0.624161504295964
"2018_1166_1382",0.593744472450682
"2018_1166_1393",0.592792654048283
"2018_1166_1395",0.474279456406482
"2018_1166_1397",0.45238821605085
"2018_1166_1400",0.578023302572505
"2018_1166_1401",0.521660938140686
"2018_1166_1403",0.429657925006559
"2018_1166_1411",0.655559841333013
"2018_1166_1417",0.591982685672264
"2018_1166_1420",0.662518425750748
"2018_1166_1422",0.611055733441989
"2018_1166_1437",0.335237709771242
"2018_1166_1438",0.378626446367498
"2018_1166_1439",0.545676240918814
"2018_1166_1452",0.442292893069483
"2018_1166_1455",0.40387894115045
"2018_1166_1460",0.627798934285702
"2018_1166_1462",0.406865983044586
"2018_1168_1172",0.384390637331828
"2018_1168_1181",0.322149219146716
"2018_1168_1196",0.363508037731885
"2018_1168_1199",0.373597299721996
"2018_1168_1209",0.53699667328768
"2018_1168_1211",0.319092045284769
"2018_1168_1222",0.36324186988844
"2018_1168_1233",0.56331353867406
"2018_1168_1242",0.32105592580815
"2018_1168_1243",0.389615207144686
"2018_1168_1246",0.368925892312454
"2018_1168_1252",0.57459637154384
"2018_1168_1254",0.577181978326605
"2018_1168_1260",0.366039840444139
"2018_1168_1267",0.498144945718562
"2018_1168_1274",0.363420621489213
"2018_1168_1276",0.320461408330246
"2018_1168_1277",0.320066500805528
"2018_1168_1281",0.400583434785576
"2018_1168_1285",0.496593540860735
"2018_1168_1293",0.376299665192835
"2018_1168_1300",0.557348819330218
"2018_1168_1301",0.373530095861711
"2018_1168_1305",0.35142385954445
"2018_1168_1308",0.364008522240346
"2018_1168_1314",0.322028266472764
"2018_1168_1326",0.348384306477781
"2018_1168_1328",0.409282907647803
"2018_1168_1335",0.543946261625407
"2018_1168_1344",0.407605037548953
"2018_1168_1345",0.320982039040471
"2018_1168_1347",0.558420317571281
"2018_1168_1348",0.341139162304546
"2018_1168_1355",0.394735665997644
"2018_1168_1361",0.365590146946017
"2018_1168_1371",0.371831242216126
"2018_1168_1372",0.489264826401423
"2018_1168_1382",0.374135799105125
